,mock_name,data_name,category,question
991,Lockheed Martin,Lockheed Martin,Accomplishment,2. Tell me about an achievement you are proud of. What did you find challenging about it?
992,Lockheed Martin,Lockheed Martin,Accomplishment,3. How do you like to be recognized for your accomplishments?
993,Lockheed Martin,Lockheed Martin,Behavioral,4. The aerospace and defense industry is ever-changing. At Lockheed Martin we seek to hire individuals with a keen interest in this industry. How do you stay up to date on aerospace current events?
994,Lockheed Martin,Lockheed Martin,Behavioral,5. Describe a time when you had to sacrifice quality on a project or deliverable.
995,Lockheed Martin,Lockheed Martin,Behavioral,6. How do you manage your time?
996,Lockheed Martin,Lockheed Martin,Behavioral,7. How often do you think of innovations that will improve your work performance?
997,Lockheed Martin,Lockheed Martin,Behavioral,8. Your workload will be large at Lockheed Martin. How do you balance life and work?
998,Lockheed Martin,Lockheed Martin,Behavioral,"9. If you were given a choice, which work-related task would you leave for last? Why?"
999,Lockheed Martin,Lockheed Martin,Behavioral,10. How do you like to encourage ideas in others?
1000,Lockheed Martin,Lockheed Martin,Career Goals,11. Have you progressed in your career as you have expected?
1001,Lockheed Martin,Lockheed Martin,Career Goals,12. There are numerous career avenues you can take with Lockheed Martin. Which career path interests you the most?
1002,Lockheed Martin,Lockheed Martin,Communication,13. Rate your communication skills from 1-10 with proper examples backing your given rating.
1003,Lockheed Martin,Lockheed Martin,Company Knowledge,"14. In addition to providing capital funding for innovative ventures, Lockheed Martin develops products in four main categories. Can you name them?"
1004,Lockheed Martin,Lockheed Martin,Company Knowledge,15. We take our core values very seriously at Lockheed Martin. Do you know what they are?
1005,Lockheed Martin,Lockheed Martin,Company Knowledge,16. What do you know about Lockheed Martin?
1006,Lockheed Martin,Lockheed Martin,Company Knowledge,17. What can you tell me about the products developed here at Lockheed Martin?
1007,Lockheed Martin,Lockheed Martin,Company Knowledge,"18. At Lockheed Martin, we have some strong competitors. In your opinion, what makes us stand out from the others?"
1008,Lockheed Martin,Lockheed Martin,Company Knowledge,"19. We require all of our employees, contractors, consultants and anyone acting on our behalf to read and sign our code of conduct. Have you read it, and would you be comfortable signing it if hired?"
1009,Lockheed Martin,Lockheed Martin,Competency,20. Do you know how to <specific task>?
1010,Lockheed Martin,Lockheed Martin,Direct,21. A vast majority of the work we do at Lockheed Martin supports the US Department of Defense and other US government agencies. How do you feel about that?
1011,Lockheed Martin,Lockheed Martin,Direct,"22. Are you actively interviewing with other companies, and are you close to offer stage with anyone?"
1012,Lockheed Martin,Lockheed Martin,Discovery,"23. Because of the nature of business at Lockheed Martin we conduct background checks on employees. This includes criminal background, credit, and education verification checks.  Are you willing to comply?"
1013,Lockheed Martin,Lockheed Martin,Discovery,"24. Confidentiality is of utmost importance to us at Lockheed Martin. Are you willing to sign a confidentiality agreement, if hired?"
1014,Lockheed Martin,Lockheed Martin,Discovery,25. Many of our industry competitors have their employees under a non-compete contract. Are you bound by any non-compete contract with your current employer?
1015,Lockheed Martin,Lockheed Martin,Diversity,"26. At Lockheed Martin, we believe our diversity is our strength. In what ways can you contribute to our strength in this area?"
1016,Lockheed Martin,Lockheed Martin,Education,27. Tell me about your post-secondary education and how it will help you in this position with Lockheed Martin.
1017,Lockheed Martin,Lockheed Martin,Experience,28. At Lockheed Martin we seek to hire candidates with aerospace experience. Are you more experienced in the private or public aerospace industry?
1018,Lockheed Martin,Lockheed Martin,Experience,29. How do you think your early career will help you succeed in this position?
1019,Lockheed Martin,Lockheed Martin,Experience,30. It seems that your resume is missing XYZ skills that are necessary for this position. How do you plan to compensate for these missing skills?
1020,Lockheed Martin,Lockheed Martin,Leadership,31. How have you demonstrated leadership ability when you were not in a leadership role?
1021,Lockheed Martin,Lockheed Martin,Salary,32. What is your current salary?
1022,Lockheed Martin,Lockheed Martin,Teamwork,33. Do you believe it is possible to be a good team member yet disagree with the leader?
1023,Lockheed Martin,Lockheed Martin,Tough,"34. In your opinion, what is the biggest breakthrough in the aerospace and defense industry in the past decade?"
1024,Lockheed Martin,Lockheed Martin,Tough,"35. Our goal is to be the top rated company in our industry. After researching Lockheed Martin, what do you think we could improve on?"
1025,JPMorgan Chase,JPMorgan Chase & Co.,,1. Talk about your experiences working with both fellow Analysts and Accountants within your own firm and with external partners.  How do you feel that you will be effective in working with our external candidates in this role here at JPMorgan Chase?
1026,JPMorgan Chase,JPMorgan Chase & Co.,,"2. If hired to this role here at JPMorgan Chase, what do you see as one initial hurdle you will have to overcome in your first weeks on the job?"
1027,JPMorgan Chase,JPMorgan Chase & Co.,,"3. If you noticed that a company's balance sheet was showing increased amounts of accounts receivables, what future impacts to that company would you consider to be feasible?"
1028,JPMorgan Chase,JPMorgan Chase & Co.,,"4. At JPMorgan Chase, we are always looking for bilingual skills from our staff to better suit and expand our client base.  Do you speak any other languages fluently?"
